Post_Link_ID,Question_Score,Question_Title,Question_Content,Answer,Tags
46705546,2,Python - replace every nth occurrence of string,"<p>I have pulled the below snippet from question <a href=""https://stackoverflow.com/questions/35091557/replace-nth-occurrence-of-substring-in-string"">Replace nth occurrence of substring in string</a>.</p>

<p>which will replace a single occurrence at the an nth substring. However I would like to replace all occurrences at every nth substring</p>

<p>so if there are 30 occurrences of a substring within the string, I would want to replace entires 10 and 20 for example, but im not sure how to achieve this at all</p>

<pre><code>def nth_repl(s, sub, repl, nth):
    find = s.find(sub)
    # if find is not p1 we have found at least one match for the substring
    i = find != -1
    # loop util we find the nth or we find no match
    while find != -1 and i != nth:
        # find + 1 means we start at the last match start index + 1
        find = s.find(sub, find + 1)
        i += 1
    # if i  is equal to nth we found nth matches so replace
    if i == nth:
        return s[:find]+repl+s[find + len(sub):]
    return s
</code></pre>
","def nth_repl_all(s, sub, repl, nth):
    find = s.find(sub)
    # loop util we find no match
    i = 1
    while find != -1:
        # if i  is equal to nth we found nth matches so replace
        if i == nth:
            s = s[:find]+repl+s[find + len(sub):]
            i = 0
        # find + len(sub) + 1 means we start after the last match
        find = s.find(sub, find + len(sub) + 1)
        i += 1
    return s
",<python>
55670599,2,Trying to find sum of digits between two numbers,"<p>Trying to figure out how to find the sum of digits between two numbers(including those numbers) using a function in python. </p>

<p>I tried recursion for each individual argument and then subtracted them to compensate for the numbers in between. Then I added these two and got my sum, which is incorrect for every argument unless the digits are below 10. Not sure of the proper way to approach this problem, please help.</p>

<pre><code>def sum_digits(a, b):
""""""sum of digits between two numbers""""""
  sum = 0
  ones = a - b
  if ones &lt; 0:
    ones = ones * -1


  if a &gt;= 10 and b &gt;= 10:
    sum += ones


  while a &gt; 0 and b &gt; 0:
    d = a % 10 + b % 10
    a = a // 10
    b = b // 10
    sum += d

  return sum
</code></pre>
","def sum_digits(a, b):
    sum = 0
    for i in range(a,b+1):
        for e in (str(i)):
            sum += int(e)
    return sum

print(sum_digits(17, 20))
",<python>
55680618,2,Capitalizing the first letter of every sentence python,"<p>I have been trying to create a small function for a menu project I have where the function takes a string as input and capitalizes the first letter of each sentence. I think I'm pretty close to having it right, but it keeps giving me a concatenation error that I can't seem to fix. Anyone know where I went wrong here?</p>

<pre><code>def fix_capitalization(usrStr):
    s1 = usrStr.split("". "")
    s2 = [s1[0].capitalize() + s1[1:] for i in s1]
    st2 = '. '.join(s2)

    return st2
</code></pre>
","def fix_capitalization(usrStr):
    s1 = usrStr.split("". "")
    s2 = [i[0].capitalize() + i[1:] for i in s1]
    st2 = '. '.join(s2)

    return st2
",<python><python-3.x><string><concatenation>
55239281,2,Detecting outliers from a list,"<p>I want to detect and store outliers from a list and this is what I am doing</p>

<p>Code:</p>

<pre><code>def outliers(y,thresh=3.5):

    m = np.median(y)
    abs_dev = np.abs(y - m)
    left_mad = np.median(abs_dev[y &lt;= m])
    right_mad = np.median(abs_dev[y &gt;= m])
    y_mad = left_mad * np.ones(len(y))
    y_mad[y &gt; m] = right_mad
    modified_z_score = 0.6745 * abs_dev / y_mad
    modified_z_score[y == m] = 0
    return modified_z_score &gt; thresh

bids = [5000,5500,4500,1000,15000,5200,4900]

z = outliers(bids)
bidd = np.array(bids)
out_liers = bidd[z]
</code></pre>

<p>This gives results as:</p>

<pre><code>out_liers = array([ 1000, 15000])
</code></pre>

<p>Is there a better way to do this, where I don't get the results in array but in a list?
Also please can someone explain me why we used </p>

<blockquote>
  <p>thresh=3.5</p>
  
  <p>modified_z_score = 0.6745 * abs_dev / y_mad</p>
</blockquote>
","def outliers_modified_z_score(ys, threshold=3.5):
    ys_arr = np.array(ys)
    median_y = np.median(ys_arr)
    median_absolute_deviation_y = np.median(np.abs(ys_arr - median_y))
    modified_z_scores = 0.6745 * (ys_arr - median_y) / median_absolute_deviation_y
    return (ys_arr[np.abs(modified_z_scores) &gt; threshold]).tolist()
",<python><arrays><python-3.x><list><outliers>
54630511,2,Python - Defining fraction,"<p>Using Python define named fraction 
Defining using function without using import and return with format of a/b
Examples </p>

<blockquote>
  <p>fraction(9,24)
      result = > 3/8</p>
</blockquote>

<p>I'm not really good at English so I don't really know what fraction really is.
My school only taught in my country's language.</p>

<pre><code>def fraction(a,b):
    return a ? b ?
fraction(9,24)
</code></pre>
","def prime_factors(n):
    i = 2
    factors = []
    while i * i &lt;= n:
        if n % i:
            i += 1
        else:
            n //= i
            factors.append(i)
    if n &gt; 1:
        factors.append(n)
    return factors

def factorise(a,b):
    a_list = prime_factors(a)
    a1_list = a_list
    b_list = prime_factors(b)
    b1_list = b_list
    for x in a_list:
        if x in b1_list: 
            b1_list.remove(x) 
            a1_list.remove(x)
    for x in b_list:
        if x in a1_list: 
            a1_list.remove(x)
            b1_list.remove(x) 
    a_ret = 1
    b_ret = 1
    for x in a1_list:
        a_ret *= x
    for x in b1_list:
        b_ret *= x
    print(a_ret,b_ret)
",<python><fractions>
51976580,2,Change month name to date in python,"<p>I am trying to change month name to date in python but i m getting an error:</p>

<pre><code>ValueError: time data 'October' does not match format '%m/%d/%Y'
</code></pre>

<p>My CSV has values such as October in it which I want to change it to 10/01/2018</p>

<pre><code>import pandas as pd
import datetime

f = pd.read_excel('test.xlsx', 'Sheet1', index_col=None)
keep_col = ['Month']
new_f = f[keep_col]
f['Month'] = f['Month'].apply(lambda v: datetime.datetime.strptime(v, '%m/%d/%Y'))
    new_f.to_csv(""output.csv"", index=False)
</code></pre>

<p>Any help would be appreciated</p>
","def convert_monthname(monthname):
    table = {""January"": datetime.datetime(month=1, day=1, year=2018),
             ""February"": datetime.datetime(month=2, day=1, year=2018),
             ...}

    return table.get(monthname, monthname)

f['Month'] = f['Month'].apply(convert_monthname)
",<python>
43623304,2,Python: Iterate through list and remove duplicates (without using Set()),"<p>So I have a list:</p>

<pre><code>s = ['cat','dog','cat','mouse','dog']
</code></pre>

<p>And I want to be able to iterate through the list and remove the duplicates, WITHOUT using the set() function! So for example it should remove 'cat' and position s[2] BUT keep 'cat' at position s[0]. It then needs to do the same thing for 'dog', ie. keep 'dog' at position s[1] but remove 'dog' from position s[4].</p>

<p>So the output is then:</p>

<pre><code>s = ['cat','dog','mouse']
</code></pre>

<p>I have tried to use i and j as index positions in the list, and check whether the element at position i is equal to the element at position j. If so, it will remove it and increment the value of j by 1, if not then it will leave it and just increment the value of j. After the whole list has been iterated through, it will increment the value of i and then check the whole list again, for the new element. Below:</p>

<pre><code>i = 0
j = 1
for a in range(len(s)):
    for b in range(len(s)):
        if s[i] == s[j]:
            s.remove(s[j])
            j = j + 1
        else:
            j = j + 1
    i = i + 1
</code></pre>

<p>What am I doing wrong here?</p>
","def remove_dup(a):
   i = 0
   while i &lt; len(a):
      j = i + 1
      while j &lt; len(a):
         if a[i] == a[j]:
            del a[j]
         else:
            j += 1
      i += 1

s = ['cat','dog','cat','mouse','dog']
remove_dup(s)
print(s)

Output: ['cat', 'dog', 'mouse']
",<python><list>
53733449,2,How to count the occurence and number of duplicates in a list?,"<p>I am trying to count the duplicate characters of strings in a list; additionally I increment a variable depending on whether it is a duplicate 2 or 3 times.</p>

<p>However, out of my 250 string test list, it is returning a total count of 641, so I'm sure something's wrong.</p>

<p>Here is my code:</p>

<pre><code>def findDupesNum(listy):
    a = []      # the current string's character list
    b = 0       # the 2-dupe counter
    c = 0       # the 3-dupe counter
    for i in listy:
        a.clear()
        for x in i:
            if x in a and a.count(x) == 1 and x != '':
                b += 1
            elif x in a and a.count(x) == 2 and x != '':
                c += 1
                b -= 1
            a.append(x)
        print('b = ' + str(b) + ' and c = ' + str(c))
</code></pre>
","def findDupesNum(listy):
    for i in listy:
        counts = {}
        for x in i:
        if x:
            counts[x] = counts.get(x, 0) + 1
        doubles = 0
        triples = 0
        for i in counts:
            if counts[i] == 2:
                doubles = doubles + 1
            elif counts[i] == 3:
                triples = triples + 1

        print('{} doubles and {} triples'.format(doubles, triples))
",<python>
44146075,2,Iterate through a list inside a dictionary in python,"<p>I'm very new to Python and I need to create a function that divides by 2 the values in the lists inside the dictionary:</p>

<pre><code>dic = {""A"":[2,4,6,8], ""B"":[4,6,8,10]}
</code></pre>

<p>desired output:</p>

<pre><code>dic2 = {""A"":[1,2,3,4], ""B"":[2,3,4,5]}
</code></pre>

<p>I found this post</p>

<p><a href=""https://stackoverflow.com/questions/18289678/python-iterating-through-a-dictionary-with-list-values"">python: iterating through a dictionary with list values</a></p>

<p>which helped a little, but unfortunately is the ""whatever"" part of the example code that I can't figure out.</p>

<p>I tried this:</p>

<pre><code>def divide(dic):
    dic2 = {}
    for i in range(len(dic)):
        for j in range(len(dic[i])):
            dic2[i][j] = dic[i][j]/2
    return dic2
</code></pre>

<p>I wrote different variations, but I keep getting a KeyError: 0 in the ""for j..."" line. </p>
","def divide_dic(dic):
    dic2 = {}

    # Iterate through the dictionary based on keys.
    for dic_iter in dic:

        # Create a copy of the dictionary list divided by 2.
        list_values = [ (x / 2) for x in  dic[dic_iter] ]

        # Add the dictionary entry to the new dictionary.
        dic2.update( {dic_iter : list_values} )

    return dic2
",<python><dictionary>
43760486,2,Python: searching for a string on a file,"<p>I'm trying to search for today's date (2017-05-03) on a file populated with several dates. If the date is found on the file, then it returns true and continues the script, if not it ends the execution.</p>

<p>Here's my sample <code>days.txt</code> file:</p>

<pre><code>2017-05-01
2017-05-03
2017-04-03
</code></pre>

<p>This is my script:</p>

<pre><code># Function to search the file
def search_string(filename, searchString):
    with open(filename, 'r') as f:
        for line in f:
            return searchString in line

# Getting today's date and formatting as Y-m-d
today = str(datetime.datetime.now().strftime(""%Y-%m-%d""))

# Searching the script for the date
if search_string('days.txt', today):
    print ""Found the date. Continue script""
else:
    print ""Didn't find the date, end execution""
</code></pre>

<p>However it always returns False, even if the date is present on my txt file. I don't know what I'm doing wrong.</p>
","def search_string(filename, searchString):
    with open(filename, 'r') as f:
        for line in f:
            if searchString in line:
                return True
    return False
",<python><search>
50436480,2,Visiting All Nodes and Adding Them to Path,"<p>I'm trying to visit all nodes, get back to start node(<code>Neamt</code>) and add visited nodes to <code>path</code> but problem is If I reach dead end, city deleted from the <code>path</code>.</p>

<p><a href=""https://i.stack.imgur.com/yP7P8.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/yP7P8.png"" alt=""enter image description here""></a></p>

<p>Here is the 1 of the possible <code>path</code> that code produces:</p>

<p><code>['Neamt', 'Iasi', 'Vaslui', 'Urziceni', 'Bucharest', 'Fagaras', 'Sibiu', 'Oradea', 'Zerind', 'Arad', 'Timisoara', 'Lugoj', 'Mehadia', 'Drobeta', 'Craiova', 'Pitesti', 'Rimnicu Vileea']</code></p>

<p>As shown in above <code>path</code>, there are no <code>'Hirsova', 'Eforie', 'Giurgiu'</code>.
What really happen is while I debug on PyCharm: <code>'Hirsova', 'Eforie', 'Giurgiu'</code> are added to <code>path</code> but then they are deleted from <code>path</code>.</p>

<p><strong>I want to include those cities to <code>path</code> as reversed order.</strong> Such as:</p>

<p><code>['Neamt', 'Iasi', 'Vaslui', 'Urziceni', 'Hirsova', 'Eforie', 'Hirsova', 'Urziceni', 'Bucharest', 'Giurgiu', 'Bucharest', 'Pitesti', 'Rimnicu Vileea', 'Craiova', 'Drobeta', 'Mehadia', 'Lugoj', 'Timisoara', 'Arad', 'Zerind', 'Oradea', 'Sibiu', 'Fagaras', 'Bucharest', 'Urziceni', 'Vaslui', 'Iasi', 'Neamt',]</code></p>

<p><em>Why they are deleted from <code>path</code> since there is no any opposite of <code>.append</code> method like <code>.delete</code>?</em></p>

<pre><code>def find_paths(node, cities, path, distance):
    # Add way point
    path.append(node)
    #print('path:', path)

# Fork paths for all possible cities not yet used
    for city in cities:
        if (city not in path) and (node in cities[city]):
            find_paths(city, dict(cities), list(path), distance)
#What has to be:
count = 0 # avoid adding end paths twice
    for city in cities[node].keys(): # only recurse on children not the whole list
        if city not in visited: 
            count += 1
            find_paths(city, cities, path, distance, visited)
    if count &gt; 0 : # only add again if there were children
        path.append(node)
#////////////

if __name__ == '__main__':
    cities = {
    'Arad': {'Sibiu': 140, 'Timisoara': 118, 'Zerind': 75},
    'Hirsova': {'Eforie': 86, 'Urziceni': 98},
    'Bucharest': {'Fagaras': 211, 'Giurgiu': 90, 'Pitesti': 101, 'Urziceni': 85},
    'Craiova': {'Drobeta': 120, 'Pitesti': 138, 'Rimnicu Vileea': 146},
    'Drobeta': {'Craiova': 120, 'Mehadia': 75},
    'Eforie': {'Hirsova': 86},
    'Fagaras': {'Bucharest': 211, 'Sibiu': 99},
    'Giurgiu': {'Bucharest': 90},
    'Iasi': {'Neamt': 87, 'Vaslui': 92},
    'Lugoj': {'Mehadia': 70, 'Timisoara': 111},
    'Mehadia': {'Drobeta': 75, 'Lugoj': 70},
    'Neamt': {'Iasi': 87},
    'Oradea': {'Sibiu': 151, 'Zerind': 71},
    'Pitesti': {'Bucharest': 101, 'Craiova': 138, 'Rimnicu Vileea': 97},
    'Rimnicu Vileea': {'Craiova': 146, 'Pitesti': 97, 'Sibiu': 80},
    'Sibiu': {'Arad': 140, 'Fagaras': 99, 'Oradea': 151, 'Rimnicu Vileea': 80},
    'Timisoara': {'Arad': 118, 'Lugoj': 111},
    'Urziceni': {'Bucharest': 85, 'Hirsova': 98, 'Vaslui': 142},
    'Vaslui': {'Iasi': 92, 'Urziceni': 142},
    'Zerind': {'Arad': 75, 'Oradea': 71}
    }

    #print(""Start: Neamt"")
    find_paths('Neamt', cities, [], 0)
</code></pre>
","def find_paths(node, cities, path, distance, visited = set()):

    visited.add(node) # keep track of visited nodes
    path.append(node)

    # Fork paths for all possible cities not yet used
    count = 0 # avoid adding end paths twice
    for city in cities[node].keys(): # only recurse on children not the whole list
        if city not in visited: 
            count += 1
            find_paths(city, cities, path, distance, visited)
    if count &gt; 0 : # only add again if there were children
        path.append(node)

a = []
find_paths('Neamt', cities, a, 0)
print(a)
",<python><algorithm><graph-algorithm>
41414525,2,wait function that uses while,"<p>I just wrote a function that looked like this:</p>

<pre><code>def block_for(seconds):
    """"""Wait at least seconds, this function should not be affected by the computer sleeping.""""""
    end_time = datetime.datetime.now() + datetime.timedelta(seconds)

    while datetime.datetime.now() &lt; end_time:
        pass
</code></pre>

<p>Can anything bad come of this? Should there ideally be something inside the while loop?</p>
","def block_for(seconds):
    """"""Wait at least seconds, this function should not be affected by the computer sleeping.""""""
    end_time = datetime.datetime.now() + datetime.timedelta(seconds=seconds)

    while datetime.datetime.now() &lt; end_time - datetime.timedelta(seconds=1):
        time.sleep(1)

    while datetime.datetime.now() &lt; end_time:
        pass
",<python><python-2.x>
47396022,2,python printing from dictionary,"<p>I'm trying to write code that will collect the number of individuals attending an event. Based on the number of people entered, I will ask that many times a) the name of the individual, b) the number of toys they have donated.  I want the information to be entered into a dictionary which i will pass to another function.  The second function will select individuals who have donated more than 20 toys and print their name and the number of toys the donated as ""level 1"" and then everyone else as ""level 2"".</p>

<p>I've checked to make sure that the data is being passed from one function to another correctly.  I'm having issues printing the donation amount without the [].  Also, it keeps printing the level above each entry instead of listing the entries underneath the level. In other words, I'm trying to get:</p>

<blockquote>
  <p>Level 1<br>
  Selena Gomez 50<br>
  Beyonce 40</p>
  
  <p>Level 2<br>
  Will Smith 5</p>
</blockquote>

<p>What am I doing wrong?</p>

<p>Here is my code:</p>

<pre><code>def data():
    people = int(input(""How many individuals are attending? ""))
    attendees = {}
    for i in range(people):
        name = str(input('Please enter name: '))
        amount = int(input('Number of toys donated:'))
        attendees[name]= [amount]

    return attendees




def print_data():
    attendees = data()

    for i in attendees:
        if attendees[i][0] &gt; 20:
            print('Level 1')
            print(i, attendees[i])

        else:    
            print('Level 2')
            print(i, attendees[i])

print_data()
</code></pre>

<p>And here is my output:</p>

<blockquote>
  <p>How many individuals are attending? 3</p>
  
  <p>Please enter name: Will Smith</p>
  
  <p>Number of toys donated:5</p>
  
  <p>Please enter name: Selena Gomez</p>
  
  <p>Number of toys donated:50</p>
  
  <p>Please enter name: Beyonce</p>
  
  <p>Number of toys donated:40  </p>
  
  <p>Level 2<br>
  Will Smith [5]</p>
  
  <p>Level 1<br>
  Selena Gomez [50]</p>
  
  <p>Level 1<br>
  Beyonce [40]</p>
</blockquote>
","def data():
    people = int(input(""How many individuals are attending? ""))
    attendees1 = {}
    attendees2 = {}
    for i in range(people):
        name = str(input('Please enter name: '))
        amount = int(input('Number of toys donated:'))
        #amount should be just a variable not list
        if amount &gt; 20:
            attendees1[name]= amount
        else:
            attendees2[name] = amount

    return attendees1, attendees2




def print_data():
    attendees1, attendees2 = data()


    if len(attendees1) &gt; 0:
        print('Level 1')
        for i in attendees1:
            print(i, attendees1[i])

    if len(attendees2) &gt; 0:
        print('Level 2')
        for i in attendees2:
            print(i, attendees2[i])

print_data()
",<python><dictionary>
46596068,2,How can I use for loops to replace multiple characters in a string?,"<p>I already asked a question exactly like this, but the answer I got still worked and it used the .translate method within the function, but I want to use ""for loops"" to get the output I am looking for. Here is the link to the questions I asked a while ago: <a href=""https://stackoverflow.com/questions/46535603/how-can-i-replace-multiple-characters-in-a-string-using-python"">How can I replace multiple characters in a string using python?</a> </p>

<p>I am having some trouble figuring out how to replace multiple characters in a string using a for loop. I am trying to write a functions called replace(string) that takes in an input, and replaces certain letters in the input with another letter.</p>

<p>Lets say I have the string ""WXYZ"" and I want to replace all the W with Y, X with Z, Y with W, and Z with X. I want it to do the replacement no matter what the input is. So if I also do something like replace(""WWZXWWXYYZWYYY"") it should replace the letters like I said above.</p>

<p>This is what I have done so far with the for loops: </p>

<pre><code>def replace(string):
for letters in string:
    string = string.replace(""W"",""Y"").replace(""X"",""Z"").replace(""Y"",""W"").replace(""Z"",""X"")
print(string)
</code></pre>

<p>but when I run it with replace(""WXYZ"")</p>

<p>I get the output of the code as: WXWX</p>

<p>Instead of getting YZWX as the output. I also want to use the built in functions of python as well.</p>

<p>How can I achieve this?</p>
","def replacer(string): #define the function with a parameter (which will be whatever string you want)
    newlist = [] #create a new list which will be the output
    strlist = list(string) #create a list of each character in the input string
    for item in strlist: #iterate through the items in the list of string characters
        if item == 'W': # this line and the next 7 lines check what the letter is and writes the letter you want to the new list
            newlist.append('Y')
        elif item == 'X':
            newlist.append('Z')
        elif item == 'Y':
            newlist.append('W') 
        elif item == 'Z':
            newlist.append('X')
    return ''.join(newlist) #output the new list as a string

replacer('WWZXWWXYYZWYYY') #call the function with the string as a parameter
",<python><python-3.x>
47364340,2,how can i combine all the values of an item in other list using dictionaries in python?,"<p>i have two lists and need to combine the into one dictionary that the key are the letters and the values are the value in the other list.
for example:</p>

<pre><code>map_keys_to_values_list([""a"", ""b"", ""a""], [15, 3, 6])
</code></pre>

<p>wll give me :</p>

<pre><code>{'a': [15, 6], 'b': [3]}
</code></pre>

<p>i tried: </p>

<pre><code>def keys_to_values_list(k_lst, v_lst):
    lst = []
    for i in range(len(k_lst)):
        v=[]
        #v.append(v_lst[i])
        t = (k_lst[i],v)
        lst.append(t)
    my_dict = dict(lst)
    for k in my_dict.keys():
        val = my_dict.get(k)
        for m in range(len(k_lst)):
            val.append(v_lst[m])


    return my_dict
</code></pre>

<p>but i get all the values in my value list</p>
","def keys_to_values_list(keys, values):
    d = dict()
    for i in range(len(keys)):
        if keys[i] in d:
            d[keys[i]].append(values[i])
        else:
            d[keys[i]] = [values[i]]
    return d
",<python><dictionary>
52525252,1,Returning even and odd numbers in Python,"<p>I am having a little trouble answering a python quiz that asks:</p>

<p>Given two numbers X and Y, write a function that:
returns even numbers between X and Y, if X is greater than Y else it returns odd numbers between x and y</p>

<p>For instance, take the integers 10 and 2 . the function would return all the even numbers between 2 and 10.</p>

<p>I would really appreciate some help since I'm still a newbie</p>

<p>Here is my code:</p>

<pre><code>def number_game(x,y):
  num = range(x,y)
  for e in num:
    if x &gt; y:
      return e%2 == 0
    else:
      return e%3 == 0
</code></pre>

<p>Here are the test cases:</p>

<pre><code>test.assert_equals(number_game(2,12), [3, 5, 7, 9, 11])
test.assert_equals(number_game(0,0), [])
test.assert_equals(number_game(2,12), [3, 5, 7, 9, 11])
test.assert_equals(number_game(200,180), [180, 182, 184, 186, 188, 190, 192, 194, 196, 198])
test.assert_equals(number_game(180,200), [181, 183, 185, 187, 189, 191, 193, 195, 197, 199])
</code></pre>
","def number_game(x,y):
    if x &gt; y:
        return [n for n in range(y,x) if n%2==0]
    elif y==x:
        return []
    else:
        return [n for n in range(x,y) if n%2!=0]
",<python><python-3.x>
44336131,1,Read Excel file and write the data to a dictionary,"<p>I have a Excel file with two columns like the following:</p>

<pre class=""lang-none prettyprint-override""><code>Reviews| Numbers
text1 | 1,3
text2 | 2
text3 | 1
text4 | 2
text5 | 1
</code></pre>

<p>I am reading the data as follows:</p>

<pre><code>def read_xls(filename):
    book = xlrd.open_workbook(filename)
    sheet = book.sheet_by_index(0)
    data=[]
    for row_index in xrange(1, sheet.nrows): # skip heading row
        reviews, numbers = sheet.row_values(row_index, end_colx=2)
        data.append(reviews)
</code></pre>

<p>But instead of getting the columns as  separate lists, I want the result in a dictionary as follows:</p>

<pre><code>{1: [text1, text3, text5], 2: [text2, text4], 3: [text1]}
</code></pre>

<p>How do I do that?</p>
","def read_xls(filename):
    book = xlrd.open_workbook(filename)
    sheet = book.sheet_by_index(0)
    data = {}
    for row_index in xrange(1, sheet.nrows): # skip heading row
        reviews, numbers = sheet.row_values(row_index, end_colx=2)
        number_list = numbers.split("","")
        for number in number_list: 
            if number not in data:
                data[number] = []
            data[number].append(reviews)
",<python><list><dictionary><xlrd>
49883623,1,Implementing for loop in an if statement,"<p>Am trying to solve project euler question :</p>

<blockquote>
  <p>2520 is the smallest number that can be divided by each of the numbers
  from 1 to 10 without any remainder. What is the smallest positive
  number that is evenly divisible by all of the numbers from 1 to 20?</p>
</blockquote>

<p>I've come up with the python solution below, but is there any way to loop the number in the <code>if</code> instead of having to write all of them.</p>

<pre><code>def smallest_m():
    start=1
    while True:
        if start%2==0 and start%3==0 and start%4==0 and start%5==0 and start%5==0 and start%6==0 and start%7==0 and start%8==0 and start%9==0 and start%10==0 and start%11==0 and start%12==0 and start%13==0 and start%14==0 and start%15==0 and start%16==0 and start%17==0 and start%18==0 and start%19==0 and start%20==0:
            print(start)
            break
        else:
            start+=1

smallest_m()
</code></pre>
","def smallest_m():
    start = 1
    while True:
        if all(start % i == 0 for i in range(2, 20+1)):
            print(start)
            break
        else:
            start+=1

smallest_m()
",<python><algorithm><range>
45094611,1,How to count in recursive function?,"<p>The code below is quicksort in Python.
How do I count how many times comparison operates in the algorithm?</p>

<p>Although I assign <code>count = 0</code> at first, it is reset to 0 because of recursion.</p>

<pre><code>def QuickSort(lst):
    if len(lst) &gt; 1:
        pivot_idx = len(lst) // 2
        smaller_nums, larger_nums = [], []

        for idx, num in enumerate(lst):
            if idx != pivot_idx:
                if num &lt; lst[pivot_idx]:
                    smaller_nums.append(num)

                else:
                    larger_nums.append(num)

        QuickSort(smaller_nums)
        QuickSort(larger_nums)
        lst[:] = smaller_nums + [lst[pivot_idx]] + larger_nums

    return lst
</code></pre>
","def QuickSort(lst, count=0):
    if len(lst) &gt; 1:
        pivot_idx = len(lst) // 2
        smaller_nums, larger_nums = [], []

        for idx, num in enumerate(lst):
            if idx != pivot_idx:
                if num &lt; lst[pivot_idx]:
                    smaller_nums.append(num)

                else:
                    larger_nums.append(num)

        count = QuickSort(smaller_nums, count+1)[1]
        count = QuickSort(larger_nums, count+1)[1]
        lst[:] = smaller_nums + [lst[pivot_idx]] + larger_nums


    return (lst,count)
",<python-3.x>
